RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2595,2,11,1,621,625,729,738,F9,688,N807FR,128,133,115,-9,-4,SAT,DEN,794,6,7,0,,0,,,,,
2596,8,12,2,1714,1720,1731,1745,MQ,4209,N830AE,77,85,56,-14,-6,CLE,ORD,316,5,16,0,,0,,,,,
2597,10,20,1,1047,1052,1232,1244,FL,107,N318AT,105,112,85,-12,-5,FLL,ATL,581,10,10,0,,0,,,,,
2598,10,6,1,2041,2035,2136,2135,WN,1465,N465WN,55,60,43,1,6,BWI,ISP,220,4,8,0,,0,,,,,
2599,1,17,4,1158,1130,1322,1255,XE,7766,N13908,84,85,59,27,28,SMF,LAX,373,10,15,0,,0,0,0,0,0,27
2600,5,30,5,1623,1630,1808,1748,DL,1562,N945DL,105,78,49,20,-7,CLT,ATL,227,18,38,0,,0,0,0,20,0,0
2601,2,9,6,455,500,625,608,9E,3773,85419E,90,68,30,17,-5,GRR,DTW,120,17,43,0,,0,0,0,17,0,0
2602,7,20,7,1907,1905,,2204,CO,1593,N56859,,179,,,2,MCO,EWR,938,,75,0,,1,,,,,
2603,7,17,4,559,605,834,835,AA,701,N4YUAA,215,210,180,-1,-6,LGA,DFW,1389,16,19,0,,0,,,,,
2604,1,13,7,1338,1325,1444,1440,WN,1363,N772SW,66,75,54,4,13,SJC,SNA,342,3,9,0,,0,,,,,
2605,5,1,4,1110,1110,1322,1322,US,1679,N952UW,132,132,107,0,0,BOS,CLT,728,10,15,0,,0,,,,,
2606,5,13,2,1430,1430,1603,1605,WN,2170,N716SW,93,95,73,-2,0,RDU,MCO,534,7,13,0,,0,,,,,
2607,12,19,5,559,600,646,700,US,2158,N746UW,47,60,32,-14,-1,DCA,LGA,214,5,10,0,,0,,,,,
2608,7,29,2,1045,1050,1323,1330,AA,886,N556AA,98,100,77,-7,-5,ELP,DFW,551,10,11,0,,0,,,,,
2609,1,31,4,,1815,,1950,US,701,,,95,,,,PHL,BOS,280,,,1,A,0,,,,,
2610,2,20,3,1625,1620,1729,1720,WN,1586,N658SW,64,60,39,9,5,FLL,TPA,197,3,22,0,,0,,,,,
2611,4,16,3,1414,1410,1539,1545,WN,486,N631SW,85,95,75,-6,4,DAL,STL,546,4,6,0,,0,,,,,
2612,6,25,3,2040,2020,2241,2215,DL,828,N382DA,121,115,85,26,20,ATL,DCA,547,7,29,0,,0,10,0,6,0,10
2613,8,11,1,1947,2007,2043,2109,OO,5704,N393SW,56,62,48,-26,-20,SJC,SBA,234,3,5,0,,0,,,,,
2614,12,27,6,601,600,744,745,AA,1721,N3DLAA,103,105,83,-1,1,ATL,MIA,595,5,15,0,,0,,,,,
2615,4,10,4,52,50,540,531,DL,826,N393DA,168,161,147,9,2,DEN,ATL,1199,9,12,0,,0,,,,,
2616,5,31,6,1837,1830,1936,1935,WN,254,N360SW,59,65,49,1,7,MSY,HOU,303,5,5,0,,0,,,,,
2617,10,10,5,1125,1130,1217,1240,AA,1866,N233AA,52,70,39,-23,-5,STL,ORD,258,4,9,0,,0,,,,,
2618,1,5,6,1812,1820,2147,2106,CO,1596,N17644,215,166,142,41,-8,PBI,EWR,1024,57,16,0,,0,0,0,41,0,0
2619,5,6,2,1505,1507,1905,1920,YV,2889,N910FJ,120,133,105,-15,-2,PHX,AUS,872,7,8,0,,0,,,,,
2620,3,13,4,1055,1100,1340,1337,FL,891,N272AT,165,157,144,3,-5,TPA,FNT,1036,5,16,0,,0,,,,,
2621,5,27,2,636,635,919,925,WN,1314,N278WN,103,110,88,-6,1,ELP,HOU,677,6,9,0,,0,,,,,
2622,4,8,2,1528,1530,1747,1800,B6,319,N638JB,139,150,120,-13,-2,FLL,IAD,901,5,14,0,,0,,,,,
2623,5,22,4,650,655,948,950,AA,2441,N586AA,118,115,83,-2,-5,ORD,ATL,606,18,17,0,,0,,,,,
2624,4,16,3,1908,1905,2010,2009,XE,2519,N14993,62,64,41,1,3,CLE,ROC,245,5,16,0,,0,,,,,
2625,1,22,2,600,600,941,935,OO,6151,N708SK,161,155,130,6,0,EUG,DEN,997,10,21,0,,0,,,,,
2626,6,29,7,1844,1845,1947,1946,9E,5616,80409E,63,61,44,1,-1,FAR,MSP,223,11,8,0,,0,,,,,
2627,5,26,1,1555,1510,1827,1757,EV,4797,N927EV,152,167,127,30,45,PVD,ATL,903,11,14,0,,0,0,0,0,0,30
2628,7,26,6,1653,1705,1759,1815,NW,972,N767NC,66,70,41,-16,-12,PIT,DTW,201,11,14,0,,0,,,,,
2629,5,5,1,2107,2110,2222,2225,WN,963,N790SW,75,75,61,-3,-3,BUR,SMF,358,5,9,0,,0,,,,,
2630,8,10,7,1507,1410,1618,1530,WN,1693,N459WN,71,80,59,48,57,PHX,BUR,369,2,10,0,,0,0,0,1,0,47
2631,3,11,2,1141,1142,1311,1318,UA,449,N942UA,150,156,135,-7,-1,DEN,OAK,957,4,11,0,,0,,,,,
2632,3,14,5,2156,2110,132,43,UA,1616,N448UA,156,153,128,49,46,ORD,MCO,1005,7,21,0,,0,46,0,3,0,0
2633,1,5,6,620,622,1006,915,OO,3786,N433SW,166,113,145,51,-2,BFL,SLC,534,9,12,0,,0,0,0,0,0,51
2634,1,29,2,,1615,,1850,MQ,4241,,,95,,,,ORD,ROC,528,,,1,C,0,,,,,
2635,12,3,3,1833,1840,1956,2010,YV,2831,N913FJ,143,150,117,-14,-7,SAT,PHX,843,18,8,0,,0,,,,,
2636,8,17,7,842,845,1146,1140,US,486,N305AW,124,115,86,6,-3,PHX,DEN,602,10,28,0,,0,,,,,
2637,2,29,5,1813,1815,1945,1950,AA,1902,N475AA,92,95,75,-5,-2,DFW,HSV,603,5,12,0,,0,,,,,
2638,10,5,7,555,600,721,732,FL,711,N287AT,86,92,72,-11,-5,DAY,ATL,432,6,8,0,,0,,,,,
2639,10,30,4,732,735,856,915,XE,2550,N13992,84,100,58,-19,-3,CLE,PHL,363,3,23,0,,0,,,,,
2640,11,1,6,826,830,1017,1021,US,966,N434US,111,111,97,-4,-4,PBI,CLT,590,4,10,0,,0,,,,,
2641,4,4,5,1059,1100,1300,1231,EV,4673,N843AS,121,91,69,29,-1,CAE,CVG,404,45,7,0,,0,0,0,29,0,0
2642,10,8,3,704,713,821,836,UA,653,N466UA,137,143,116,-15,-9,LGA,ORD,733,2,19,0,,0,,,,,
2643,12,7,7,1651,1659,1826,1834,OO,4545,N408SW,95,95,79,-8,-8,FCA,SLC,532,6,10,0,,0,,,,,
2644,9,22,1,2045,2045,2151,2156,FL,288,N893AT,126,131,103,-5,0,ATL,HOU,696,6,17,0,,0,,,,,
2645,5,27,2,1308,1310,1435,1439,XE,2413,N11526,87,89,68,-4,-2,IAH,XNA,438,5,14,0,,0,,,,,
2646,9,5,5,741,745,909,925,AA,579,N478AA,208,220,195,-16,-4,AUS,SJC,1476,3,10,0,,0,,,,,
2647,12,11,4,640,640,957,957,OH,6794,N548CA,137,137,92,0,0,ORD,JFK,740,10,35,0,,0,,,,,
2648,2,11,1,1600,1430,1924,1803,CO,539,N87507,204,213,151,81,90,MIA,EWR,1086,27,26,0,,0,0,81,0,0,0
2649,2,12,2,1958,2000,2125,2130,OO,5710,N566SW,87,90,71,-5,-2,LAS,FAT,258,5,11,0,,0,,,,,
2650,3,29,6,1108,1100,1246,1235,MQ,4281,N858AE,158,155,141,11,8,MIA,MEM,860,3,14,0,,0,,,,,
2651,2,2,6,834,825,940,940,WN,1239,N652SW,66,75,55,0,9,DEN,ABQ,349,4,7,0,,0,,,,,
2652,4,10,4,1716,1710,1930,1919,EV,4601,N853AS,134,129,110,11,6,FNT,ATL,644,11,13,0,,0,,,,,
2653,5,22,4,1805,1734,2215,2055,DL,1700,N3767,430,381,359,80,31,BOS,LAX,2611,14,57,0,,0,0,0,49,31,0
2654,3,12,3,838,843,929,925,OO,5746,N229SW,51,42,30,4,-5,CLD,LAX,86,13,8,0,,0,,,,,
2655,3,11,2,1005,1015,1117,1130,B6,1072,N187JB,72,75,48,-13,-10,RIC,JFK,288,5,19,0,,0,,,,,
2656,6,2,1,629,630,809,815,WN,1584,N425LV,160,165,148,-6,-1,MCO,MDW,989,5,7,0,,0,,,,,
2657,6,14,6,655,700,1016,1020,CO,252,N37419,141,140,112,-4,-5,DEN,IAH,861,11,18,0,,0,,,,,
2658,2,8,5,834,804,1010,915,DL,1036,N970DL,156,131,103,55,30,ATL,ORD,606,10,43,0,,0,0,0,55,0,0
2659,11,26,3,615,615,745,743,EV,5491,N829AS,90,88,71,2,0,OAJ,ATL,399,11,8,0,,0,,,,,
2660,3,17,1,915,920,1117,1125,AA,811,N552AA,122,125,105,-8,-5,BNA,DFW,631,8,9,0,,0,,,,,
2661,6,30,1,735,740,906,905,MQ,3464,N932AE,91,85,61,1,-5,LRD,DFW,394,19,11,0,,0,,,,,
2662,10,1,3,1915,1920,2135,2135,MQ,3683,N932MQ,140,135,120,0,-5,DFW,MSN,821,5,15,0,,0,,,,,
2663,4,19,6,1409,1412,1523,1539,DL,1877,N904DE,74,87,58,-16,-3,ATL,SRQ,445,4,12,0,,0,,,,,
2664,6,9,1,657,659,819,808,CO,1102,N14655,82,69,45,11,-2,DCA,EWR,199,19,18,0,,0,,,,,
2665,9,8,1,1726,1730,1958,2005,AA,795,N634AA,152,155,133,-7,-4,MIA,STT,1107,4,15,0,,0,,,,,
2666,7,18,5,1010,1010,1511,1511,F9,420,N805FR,181,181,155,0,0,DEN,ATL,1199,7,19,0,,0,,,,,
2667,7,15,2,1850,1854,2041,2100,FL,382,N299AT,111,126,88,-19,-4,MIA,ATL,595,15,8,0,,0,,,,,
2668,2,17,7,739,745,1034,1105,B6,553,N548JB,175,200,152,-31,-6,EWR,RSW,1068,5,18,0,,0,,,,,
2669,2,2,6,833,830,1003,1015,MQ,4739,N738NR,90,105,72,-12,3,LGA,RDU,431,4,14,0,,0,,,,,
2670,3,20,4,1642,1630,1822,1742,DL,1960,N908DE,100,72,44,40,12,DCA,LGA,214,5,51,0,,0,0,0,28,0,12
2671,6,23,1,1632,1620,1922,1855,WN,2736,N672SW,110,95,76,27,12,DEN,MCI,533,4,30,0,,0,1,0,15,0,11
2672,5,16,5,1705,1640,1841,1820,XE,3029,N15941,96,100,78,21,25,PNS,IAH,489,7,11,0,,0,21,0,0,0,0
2673,2,21,4,1117,1110,1223,1218,OO,5778,N567SW,66,68,41,5,7,LAX,IPL,181,6,19,0,,0,,,,,
2674,11,22,6,1431,1420,1735,1716,B6,62,N535JB,184,176,147,19,11,FLL,JFK,1069,19,18,0,,0,4,0,8,0,7
2675,5,11,7,1805,1755,1927,1933,US,713,N923UW,82,98,65,-6,10,CLT,MCO,468,6,11,0,,0,,,,,
2676,10,5,7,1554,1559,1744,1808,NW,543,N348NW,110,129,86,-24,-5,LGA,DTW,501,6,18,0,,0,,,,,
2677,6,25,3,2025,1950,2206,2155,US,1941,N439US,101,125,81,11,35,CLT,EWR,529,6,14,0,,0,,,,,
2678,6,29,7,1101,1100,1320,1331,B6,46,N534JB,139,151,125,-11,1,MCO,JFK,944,3,11,0,,0,,,,,
2679,4,16,3,745,750,904,916,OO,6608,N908SW,79,86,59,-12,-5,SLC,DEN,391,7,13,0,,0,,,,,
2680,8,3,7,756,755,927,850,MQ,4394,N678AE,91,55,44,37,1,ORD,CID,196,4,43,0,,0,0,0,37,0,0
2681,6,28,6,2104,2035,2359,2335,AA,336,N248AA,115,120,93,24,29,ORD,LGA,733,5,17,0,,0,0,0,2,0,22
2682,2,18,1,2034,2010,2357,2345,B6,649,N595JB,383,395,336,12,24,JFK,SFO,2586,8,39,0,,0,,,,,
2683,5,21,3,735,735,911,930,WN,3583,N275WN,156,175,139,-19,0,DEN,SEA,1024,6,11,0,,0,,,,,
2684,2,24,7,947,950,1131,1105,WN,2242,N468WN,104,75,59,26,-3,STL,TUL,351,4,41,0,,0,0,0,26,0,0
2685,3,2,7,1506,1500,1753,1750,AA,2485,N3ATAA,167,170,149,3,6,DTW,MIA,1145,4,14,0,,0,,,,,
2686,3,25,2,1359,1400,1456,1500,WN,1422,N780SW,177,180,161,-4,-1,SAT,LAS,1069,5,11,0,,0,,,,,
2687,7,27,7,2201,2209,142,130,AS,147,N557AS,341,321,308,12,-8,DEN,ANC,2406,17,16,0,,0,,,,,
2688,9,27,6,1308,1305,1443,1510,NW,515,N375NC,155,185,133,-27,3,LGA,MSP,1020,3,19,0,,0,,,,,
2689,9,28,7,1546,1533,1708,1657,EV,4470,N723EV,82,84,63,11,13,ATL,SRQ,445,4,15,0,,0,,,,,
2690,10,12,7,1036,1035,1359,1350,MQ,3793,N622MQ,143,135,119,9,1,DFW,FWA,859,5,19,0,,0,,,,,
2691,12,15,1,2122,2115,2328,2325,WN,1933,N412WN,66,70,51,3,7,SAN,TUS,367,6,9,0,,0,,,,,
2692,7,7,1,1926,1700,2041,1750,WN,2040,N488WN,75,50,31,171,146,BWI,ORF,159,33,11,0,,0,0,10,25,0,136
2693,3,14,5,1820,1822,1921,1931,YV,2618,N903FJ,61,69,45,-10,-2,CLT,RIC,256,9,7,0,,0,,,,,
2694,4,9,3,1618,1620,1803,1800,9E,5711,80349E,105,100,69,3,-2,IAH,MEM,469,9,27,0,,0,,,,,
2695,10,15,3,2151,2156,13,28,UA,925,N426UA,322,332,307,-15,-5,IAD,LAX,2288,3,12,0,,0,,,,,
2696,8,29,5,1342,1347,1517,1543,OO,5969,N932SW,95,116,78,-26,-5,DEN,HLN,594,3,14,0,,0,,,,,
2697,1,23,3,1959,1910,2215,2110,AA,1913,N5FEAA,256,240,232,65,49,STL,LAX,1593,10,14,0,,0,0,0,16,0,49
2698,10,10,5,1543,1545,1655,1705,WN,46,N645SW,132,140,117,-10,-2,TPA,HOU,781,5,10,0,,0,,,,,
2699,12,23,2,724,730,940,930,AA,1379,N640AA,136,120,90,10,-6,STL,DFW,551,20,26,0,,0,,,,,
2700,7,21,1,2231,2140,51,2248,FL,440,N958AT,200,128,98,123,51,ATL,MKE,669,5,97,0,,0,51,0,72,0,0
2701,8,7,4,1228,1225,1853,1815,AA,1276,N637AA,265,230,229,38,3,SFO,STL,1736,6,30,0,,0,0,0,38,0,0
2702,8,27,3,1500,1500,1657,1650,OH,5039,N941CA,117,110,91,7,0,CVG,JAX,614,10,16,0,,0,,,,,
2703,8,3,7,955,945,1436,1423,CO,1783,N73291,161,158,143,13,10,PHX,IAH,1009,6,12,0,,0,,,,,
2704,11,30,7,1852,1820,2321,2235,WN,3329,N525SW,209,195,196,46,32,PHX,MDW,1444,7,6,0,,0,32,0,14,0,0
2705,12,31,3,1022,957,1123,1112,DL,1175,N750AT,121,135,88,11,25,SLC,LAX,590,9,24,0,,0,,,,,
2706,2,3,7,1652,1655,1837,1850,AA,2141,N079AA,165,175,140,-13,-3,SJU,MIA,1045,10,15,0,,0,,,,,
2707,2,7,4,1945,1945,2046,2058,NW,1659,N916RW,61,73,49,-12,0,MEM,BTR,319,2,10,0,,0,,,,,
2708,1,16,3,655,655,751,750,WN,2107,N796SW,56,55,38,1,0,MCO,FLL,178,2,16,0,,0,,,,,
2709,2,10,7,555,600,913,924,UA,46,N548UA,138,144,115,-11,-5,LAX,DEN,862,11,12,0,,0,,,,,
2710,2,17,7,1529,1530,1633,1630,WN,315,N358SW,64,60,48,3,-1,HOU,MSY,303,5,11,0,,0,,,,,
2711,5,16,5,627,630,823,818,NW,382,N520US,116,108,87,5,-3,DTW,BOS,632,7,22,0,,0,,,,,
2712,5,11,7,1653,1405,1920,1622,YV,7070,N27185,87,77,52,178,168,ORD,CAK,344,3,32,0,,0,178,0,0,0,0
2713,1,13,7,2103,2110,2131,2148,NW,1263,N341NB,88,98,70,-17,-7,MSP,RAP,490,8,10,0,,0,,,,,
2714,2,14,4,717,720,908,905,DL,1793,N683DA,111,105,91,3,-3,ATL,FLL,581,5,15,0,,0,,,,,
2715,8,4,1,857,810,1054,1010,WN,3061,N358SW,57,60,40,44,47,STL,SDF,254,6,11,0,,0,1,0,0,0,43
2716,8,14,4,1644,1645,2023,2015,AA,2424,N287AA,159,150,122,8,-1,DFW,CLT,936,28,9,0,,0,,,,,
2717,8,21,4,1044,1040,1248,1215,AA,1511,N5DCAA,184,155,138,33,4,MCO,DFW,984,34,12,0,,0,0,0,33,0,0
2718,7,17,4,1634,1641,1749,1748,DL,1562,N934DL,75,67,41,1,-7,SAV,ATL,215,20,14,0,,0,,,,,
2719,10,8,3,1734,1652,1919,1758,DL,740,N665DN,105,66,44,81,42,SAV,ATL,215,15,46,0,,0,0,0,70,0,11
2720,5,18,7,1454,1455,1614,1615,XE,3110,N13929,80,80,57,-1,-1,IAH,LIT,374,6,17,0,,0,,,,,
2721,11,30,7,1345,1256,1707,1550,OO,6554,N710BR,142,114,102,77,49,DEN,FAR,627,5,35,0,,0,30,0,28,0,19
2722,12,10,3,1549,1545,1827,1825,AA,2337,N287AA,158,160,130,2,4,ORD,DFW,802,7,21,0,,0,,,,,
2723,2,26,2,1644,1636,1838,1820,XE,2529,N16571,114,104,89,18,8,PNS,IAH,489,15,10,0,,0,0,0,10,0,8
2724,7,13,7,,1620,,1918,EV,4770,N853AS,,118,,,,SGF,ATL,563,,,1,C,0,,,,,
2725,4,7,1,916,920,1215,1230,B6,904,N216JB,119,130,101,-15,-4,ORD,JFK,740,6,12,0,,0,,,,,
2726,2,23,6,1105,1041,1443,1414,UA,1530,N486UA,158,153,135,29,24,ORD,MCO,1005,5,18,0,,0,22,0,5,0,2
2727,2,22,5,1331,1335,1536,1547,AS,608,N943AS,125,132,105,-11,-4,PDX,LAS,762,7,13,0,,0,,,,,
2728,7,24,4,1152,1150,1316,1313,EV,4559,N753EV,84,83,53,3,2,LEX,ATL,303,12,19,0,,0,,,,,
2729,3,2,7,1716,1656,1843,1827,FL,241,N923AT,87,91,72,16,20,ATL,RIC,481,5,10,0,,0,0,0,0,0,16
2730,1,18,5,1850,1735,2129,2015,WN,3421,N327SW,99,100,83,74,75,RNO,PHX,601,6,10,0,,0,5,0,0,0,69
2731,4,12,6,915,915,1108,1041,OH,5081,N669CA,173,146,141,27,0,CVG,DFW,812,9,23,0,,0,0,0,27,0,0
2732,6,12,4,,1615,,1720,9E,5931,,,65,,,,JAN,MEM,189,,,1,A,0,,,,,
2733,3,21,5,,1215,,1250,OO,2624,N698BR,,35,,,,MSN,MKE,74,,,1,B,0,,,,,
2734,12,15,1,738,740,1006,1005,WN,2529,N792SW,208,205,188,1,-2,STL,SLC,1156,9,11,0,,0,,,,,
2735,3,7,5,2033,2000,2207,2110,WN,1440,N758SW,94,70,60,57,33,RNO,LAS,345,7,27,0,,0,7,0,24,0,26
2736,1,20,7,1415,1420,1557,1608,NW,932,N9331,102,108,80,-11,-5,MEM,ORD,491,7,15,0,,0,,,,,
2737,5,30,5,1517,1519,1615,1623,OO,5732,N220SW,58,64,47,-8,-2,SEA,GEG,224,1,10,0,,0,,,,,
2738,7,18,5,620,625,909,910,F9,493,N808FR,109,105,84,-1,-5,PHX,DEN,602,8,17,0,,0,,,,,
2739,4,4,5,810,815,1032,1025,MQ,4328,N850AE,142,130,106,7,-5,GSO,MIA,710,8,28,0,,0,,,,,
2740,12,3,3,1817,1745,1912,1850,WN,297,N758SW,55,65,46,22,32,BWI,BDL,283,3,6,0,,0,0,0,0,0,22
2741,9,2,2,1225,1233,1237,1250,EV,4190,N730EV,72,77,51,-13,-8,ATL,MEM,332,9,12,0,,0,,,,,
2742,3,28,5,921,925,1236,1244,OO,6651,N908SW,135,139,112,-8,-4,BUR,DEN,850,11,12,0,,0,,,,,
2743,2,20,3,1234,1159,1543,1540,US,432,N908AW,369,401,354,3,35,PHX,OGG,2845,5,10,0,,0,,,,,
2744,12,17,3,711,710,719,710,MQ,4152,N667MQ,68,60,39,9,1,GRR,ORD,137,9,20,0,,0,,,,,
2745,3,8,6,657,707,833,843,OO,5422,N270YV,96,96,76,-10,-10,MFR,SFO,329,5,15,0,,0,,,,,
2746,3,17,1,633,635,820,816,UA,527,N586UA,167,161,142,4,-2,BOS,ORD,867,5,20,0,,0,,,,,
2747,2,10,7,2114,2115,2223,2220,CO,1479,N14115,69,65,40,3,-1,IAH,SAT,191,3,26,0,,0,,,,,
2748,6,12,4,2255,2209,58,2355,YV,7164,N516LR,63,46,20,63,46,ORD,SBN,84,7,36,0,,0,0,0,17,0,46
2749,9,5,5,1015,1020,1227,1234,NW,969,N774NC,72,74,49,-7,-5,MKE,DTW,238,8,15,0,,0,,,,,
2750,1,12,6,1451,1449,1533,1534,OO,5760,N284YV,42,45,32,-1,2,SEA,PDX,129,2,8,0,,0,,,,,
2751,2,1,5,700,640,853,814,OH,5313,N912CA,113,94,74,39,20,IAD,CVG,388,1,38,0,,0,0,20,19,0,0
2752,10,29,3,1400,1400,1500,1510,WN,2382,N437WN,60,70,49,-10,0,BUR,OAK,325,4,7,0,,0,,,,,
2753,1,14,1,1219,1225,1510,1540,B6,1150,N183JB,171,195,148,-30,-6,MCO,PWM,1214,5,18,0,,0,,,,,
2754,11,14,5,1901,1610,1920,1631,EV,5342,N854AS,79,81,54,169,171,ATL,EVV,350,4,21,0,,0,0,0,0,0,169
2755,12,28,7,955,955,1122,1120,FL,104,N963AT,147,145,122,2,0,ATL,DFW,732,5,20,0,,0,,,,,
2756,10,20,1,907,910,1109,1120,WN,1861,N201LV,122,130,99,-11,-3,SEA,OAK,671,6,17,0,,0,,,,,
2757,9,11,4,2000,1930,2224,2201,OH,6913,N455CA,144,151,95,23,30,LGA,CHS,641,2,47,0,,0,0,0,0,0,23
2758,12,6,6,1519,1525,1700,1720,WN,872,N490WN,101,115,86,-20,-6,SMF,SEA,605,6,9,0,,0,,,,,
2759,5,16,5,2006,2010,2104,2103,MQ,3313,N904AE,58,53,27,1,-4,DFW,SPS,113,9,22,0,,0,,,,,
2760,8,7,4,607,600,1406,1347,DL,1050,N129DL,299,287,258,19,7,SEA,ATL,2182,5,36,0,,0,7,0,12,0,0
2761,1,31,4,1318,1320,1736,1735,WN,723,N730SW,198,195,184,1,-2,TUS,MDW,1440,7,7,0,,0,,,,,
2762,7,15,2,1006,1005,1539,1545,OO,3840,N809SK,213,220,180,-6,1,SLC,CMH,1529,4,29,0,,0,,,,,
2763,2,12,2,601,610,842,850,US,954,N453UW,161,160,137,-8,-9,FLL,PHL,992,6,18,0,,0,,,,,
2764,5,31,6,1114,1120,1420,1412,DL,1856,N3747D,186,172,161,8,-6,MCO,BOS,1121,6,19,0,,0,,,,,
2765,4,28,1,1924,1925,1933,1935,WN,518,N324SW,69,70,58,-2,-1,ABQ,PHX,328,5,6,0,,0,,,,,
2766,8,25,1,1954,1955,2308,2310,MQ,3371,N833AE,134,135,108,-2,-1,DFW,CVG,812,5,21,0,,0,,,,,
2767,10,9,4,1830,1725,2215,2110,OH,6430,N595SW,165,165,138,65,65,BHM,LGA,866,7,20,0,,0,0,0,65,0,0
2768,2,2,6,1928,1935,2049,2105,WN,594,N689SW,81,90,72,-16,-7,BNA,MSY,471,2,7,0,,0,,,,,
2769,4,1,2,610,619,830,824,OH,5182,N528CA,140,125,124,6,-9,RDU,BOS,612,6,10,0,,0,,,,,
2770,3,11,2,1821,1700,2125,2019,UA,882,N802UA,124,139,105,66,81,ORD,BOS,867,6,13,0,,0,66,0,0,0,0
2771,9,16,2,2111,2115,2230,2238,US,1452,N530AU,79,83,63,-8,-4,DCA,MHT,407,3,13,0,,0,,,,,
2772,6,29,7,732,739,819,830,HA,122,N486HA,47,51,34,-11,-7,HNL,ITO,216,4,9,0,,0,,,,,
2773,7,10,4,1943,1900,2346,2245,CO,1861,N17619,363,345,281,61,43,EWR,SLC,1968,8,74,0,,0,0,0,32,0,29
2774,7,30,3,1759,1800,2016,2040,WN,1795,N461WN,137,160,125,-24,-1,MCO,PHL,861,4,8,0,,0,,,,,
2775,3,10,1,1918,1915,2027,2023,DL,1442,N991DL,69,68,52,4,3,ATL,CHS,259,4,13,0,,0,,,,,
2776,4,2,3,2107,2110,2145,2146,OH,5459,N941CA,38,36,18,-1,-3,CVG,LEX,70,3,17,0,,0,,,,,
2777,6,1,7,2358,2356,503,538,US,228,N672AW,185,222,167,-35,2,LAS,ORD,1515,6,12,0,,0,,,,,
2778,6,6,5,818,820,852,901,UA,773,N819UA,154,161,139,-9,-2,GRR,DEN,1014,7,8,0,,0,,,,,
2779,7,15,2,1118,1120,1310,1320,MQ,4232,N523AE,52,60,33,-10,-2,ORD,IND,177,7,12,0,,0,,,,,
2780,4,20,7,1403,1405,1453,1500,MQ,3503,N632AE,50,55,38,-7,-2,AUS,DAL,189,2,10,0,,0,,,,,
2781,10,18,6,1748,1750,1840,1845,AA,539,N493AA,172,175,148,-5,-2,DFW,LAS,1055,8,16,0,,0,,,,,
2782,9,3,3,855,905,1029,1033,XE,1202,N12564,94,88,40,-4,-10,EWR,IAD,213,6,48,0,,0,,,,,
2783,12,4,4,1523,1515,2038,2040,AA,1774,N4XMAA,195,205,174,-2,8,SJC,DFW,1438,9,12,0,,0,,,,,
2784,8,12,2,552,555,908,900,9E,2013,91769E,136,125,94,8,-3,HOU,ATL,696,23,19,0,,0,,,,,
2785,2,23,6,1631,1635,1738,1740,WN,565,N378SW,127,125,114,-2,-4,PHX,OAK,646,3,10,0,,0,,,,,
2786,8,22,5,23,30,433,455,AS,108,N319AS,190,205,176,-22,-7,ANC,SEA,1449,3,11,0,,0,,,,,
2787,1,17,4,839,840,1232,1300,AS,851,N577AS,353,380,339,-28,-1,SEA,HNL,2677,3,11,0,,0,,,,,
2788,3,11,2,1102,1055,1329,1340,WN,3759,N258WN,147,165,132,-11,7,MDW,HOU,937,7,8,0,,0,,,,,
2789,4,25,5,2122,2130,2314,2325,EV,4826,N929EV,112,115,84,-11,-8,LGA,CAE,617,3,25,0,,0,,,,,
2790,11,7,5,1917,1920,2141,2142,9E,2468,85059E,84,82,65,-1,-3,MSP,SBN,411,2,17,0,,0,,,,,
2791,6,6,5,845,845,958,1010,WN,1524,N388SW,133,145,123,-12,0,MCO,STL,880,4,6,0,,0,,,,,
2792,5,27,2,725,730,842,855,WN,2317,N727SW,77,85,64,-13,-5,SAN,OAK,446,5,8,0,,0,,,,,
2793,7,29,2,1030,1015,1240,1220,XE,2447,N26545,130,125,105,20,15,IAH,STL,668,7,18,0,,0,15,0,5,0,0
2794,2,19,2,803,800,1321,1331,F9,676,N938FR,198,211,177,-10,3,DEN,MCO,1545,11,10,0,,0,,,,,
2795,5,6,2,825,835,926,922,XE,54,N12195,181,167,163,4,-10,MCI,TUS,1036,5,13,0,,0,,,,,
2796,8,8,5,1136,1130,1306,1317,XE,2238,N13914,90,107,61,-11,6,EWR,BGR,393,6,23,0,,0,,,,,
2797,2,22,5,1114,1112,1208,1210,OO,3823,N455SW,114,118,100,-2,2,SLC,LGB,589,3,11,0,,0,,,,,
2798,4,30,3,1420,1410,1545,1545,MQ,3383,N830AE,85,95,66,0,10,DFW,GPT,500,3,16,0,,0,,,,,
2799,5,9,5,1956,2000,2108,2115,US,2142,N748UW,72,75,41,-7,-4,LGA,BOS,185,8,23,0,,0,,,,,
2800,10,17,5,1345,1340,1638,1637,NW,956,N334NW,113,117,90,1,5,MEM,MCO,683,6,17,0,,0,,,,,
2801,1,10,4,1404,1405,1456,1500,MQ,3503,N646AE,52,55,35,-4,-1,AUS,DAL,189,3,14,0,,0,,,,,
